Employee Code,Emp_Name,In_Log_Date,Log_Day,Punch_In_Time,Punch_Out_Time,Work Hours,Status,Total_Days,Working_Days
QSPLE461,SasiRekha,01/07/2026,Thursday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,02/07/2026,Friday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,03/07/2026,Saturday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,04/07/2026,Sunday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,05/07/2026,Monday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,06/07/2026,Tuesday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,07/07/2026,Wednesday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,08/07/2026,Thursday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,09/07/2026,Friday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,10/07/2026,Saturday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,11/07/2026,Sunday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,12/07/2026,Monday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,13/07/2026,Tuesday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,14/07/2026,Wednesday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,15/07/2026,Thursday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,16/07/2026,Friday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,17/07/2026,Saturday,9:00:00,18:00:00,9,0,31,31
QSPLE461,SasiRekha,18/07/2026,Sunday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,19/07/2026,Monday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,20/07/2026,Tuesday,9:00:00,18:00:00,9,0,31,31
QSPLE461,SasiRekha,21/07/2026,Wednesday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,22/07/2026,Thursday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,23/07/2026,Friday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,24/07/2026,Saturday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,25/07/2026,Sunday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,26/07/2026,Monday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,27/07/2026,Tuesday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,28/07/2026,Wednesday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,29/07/2026,Thursday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,30/07/2026,Friday,9:00:00,18:00:00,9,1,31,31
QSPLE461,SasiRekha,31/07/2026,Saturday,9:00:00,18:00:00,9,1,31,31
